Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude,Found,Quality,Source
Politics & General News,,darkblue,white,,<center><font size= 4>La Libertad</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1939-1942
<br><b>Location:</b> San Diego, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution:</b> Weekly
<br><b> Editor/ Director/ Proprietor:</b> Jose Velazquez
","San Diego, Texas",27.7639145,-98.2388953,"San Diego, TX 78384, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Libertad</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Libertad%20(San%20Marcial).JPG?raw=true,"<p><b> Years: </b> 1896-1uuu
<br><b>Location:</b> San Marcial, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution:</b> Weekly
<br><b> Editor/ Director/ Proprietor:</b> C.T. Valdivia
","San Marcial, New Mexico",33.7000664,-106.9872535,"San Marcial, NM 87832, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Libertad</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1897?-1uuu
<br><b>Location:</b> Tampa, Florida
<br><b>Language:</b> Spanish

","Tampa, Florida",27.950575,-82.4571776,"Tampa, FL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Libertad</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1892-1uuu
<br><b>Location:</b> Tucson, Arizona
<br><b>Language:</b> Spanish

","Tucson, Arizona",32.2226066,-110.9747108,"Tucson, AZ, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Llumanera de Nova York</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/La%20Llumanera%20de%20Nova%20York%20(New%20York).jpg,"<p><b> Years: </b> 1874-1879
<br><b>Location:</b> , New York
<br><b>Language:</b> Catalan
<br><b> Editor/ Director/ Proprietor: </b> Imprenta de El Cronista
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Lucha</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 189u-1uuu
<br><b>Location:</b> El Paso, Texas
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Teófilo Ocaña Caballero
","El Paso, Texas",31.7618778,-106.4850217,"El Paso, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Lucha de Clases</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1915-19uu
<br><b>Location:</b> San Antonio, Texas
<br><b>Language:</b> Spanish

","San Antonio, Texas",29.4241219,-98.4936282,"San Antonio, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Luz</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1900-1908
<br><b>Location:</b> Angostura, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution:</b> Weekly; monthly    
<br><b> Editor/ Director/ Proprietor: </b> Compania Impresora de Rio Arriba","Angostura, New Mexico",36.0993857,-105.4902505,"Angostura, NM 87579, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Luz</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 19uu-19uu
<br><b>Location:</b> Dallas, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Semimonthly  
<br><b> Editor/ Director/ Proprietor: </b> Banks Upshaw & Co.       

","Dallas, Texas",32.7766642,-96.7969879,"Dallas, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Luz</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1903
<br><b>Location:</b> Española, New Mexico
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> see La Luz (Angostura, New Mexico

","Española, New Mexico",35.9910383,-106.0818233,"Española, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Luz</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1913-19uu?
<br><b>Location:</b> San Benito, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Irregular

","San Benito, Texas",26.132576,-97.6311006,"San Benito, TX 78586, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Luz</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1896-1897
<br><b>Location:</b> Tucson, Arizona
<br><b>Language:</b> Spanish

","Tucson, Arizona",32.2226066,-110.9747108,"Tucson, AZ, USA",Match,Google
Religion,,purple,white,,<center><font size= 4>La Luz Apostólica</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 19uu-19uu
<br><b>Location:</b> San Antonio, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> Latin American District Council , Assemblies of God
","San Antonio, Texas",29.4241219,-98.4936282,"San Antonio, TX, USA",Match,Google
Women,,red,white,,<center><font size= 4>La Mujer Moderna</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years:</b> 1915-1919
<br><b>Location:</b> San Antonio, Texas
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Andrea and Teresa Villarreal
","San Antonio, Texas",29.4241219,-98.4936282,"San Antonio, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nación Puertorriqueña</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1933-19uu
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly

","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Noticia Mundial</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Noticia%20Mundial%20(Chicago).PNG?raw=true,"<p><b> Years: </b> 1927-19uu
<br><b>Location:</b> Chicago, Illinois
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Noticia Mundial Newspaper Co.
","Chicago, Illinois",41.8781136,-87.6297982,"Chicago, IL, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>La Novela Cine-Gráfica</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1947-1964
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> Spanish
<br><b> Distribution: </b>Semimonthly; monthly; bimonthly         
<br><b> Editor/ Director/ Proprietor: </b> ORBE","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nueva Centuria</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1906-19uu
<br><b>Location:</b> Phoenix, Arizona
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly; irregular	
<br><b> Editor/ Director/ Proprietor: </b> Quiñones Bros.","Phoenix, Arizona",33.4483771,-112.0740373,"Phoenix, AZ, USA",Match,Google
Religion,,purple,white,,<center><font size= 4>La Nueva Democracia</center></Font>,"https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Nueva%20Democracia%20(New%20York,%20NY%20Feb%201921).PNG?raw=true","<p><b> Years: </b> 1920-1963
<br><b>Location:</b> , New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly; quarterly        
<br><b> Editor/ Director/ Proprietor: </b> S.G. Inman, Juan Ortis González (Editors)
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nueva Época</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1911-19uu
<br><b>Location:</b> Alamogordo, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> John E. Harrison
","Alamogordo, New Mexico",32.8995325,-105.960265,"Alamogordo, NM 88310, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nueva Era</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 188u-1uuu
<br><b>Location:</b> Key West, Florida
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Morúa Delgado
","Key West, Florida",24.5550593,-81.7799871,"Key West, FL 33040, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nueva Era</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1918-19uu.
<br><b>Location:</b> Alamogordo, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly; irregular        
<br><b> Editor/ Director/ Proprietor: </b> Miguel Chaparro
","Alamogordo, New Mexico",32.8995325,-105.960265,"Alamogordo, NM 88310, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nueva Era</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1927-19uu
<br><b>Location:</b> Kingsville, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Irregular

","Kingsville, Texas",27.5158689,-97.856109,"Kingsville, TX 78363, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nueva Estrella</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1910-1911
<br><b>Location:</b> Santa Rosa, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Baca & Sena
","Santa Rosa, New Mexico",34.93867,-104.6824892,"Santa Rosa, NM 88435, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nueva República</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Nueva%20Republica%20(Tampa).PNG?raw=true,"<p><b> Years:</b> 1897?-1uuu
<br><b>Location:</b> Tampa, Florida

","Tampa, Florida",27.950575,-82.4571776,"Tampa, FL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nueva Solidaridad: Publicación Semanal de Los Trabajadores Industriales del Mundo</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1918-1919
<br><b>Location:</b> Chicago, Illinois
<br><b>Language:</b> Spanish; English 
<br><b> Distribution: </b> Biweekly
<br><b> Editor/ Director/ Proprietor: </b> Los Trabajadores
","Chicago, Illinois",41.8781136,-87.6297982,"Chicago, IL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Nueva Voz</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1939-1941
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Daily (except Sunday)
<br><b> Editor/ Director/ Proprietor: </b> Spanish Newspaper Co.
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/La%20Opinión%20(Los%20Angeles%2C%201926).jpg,"<p><b> Years: </b> 1926-.
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> Spanish
<br><b> Distribution:</b> Daily
<br><b> Editor/ Director/ Proprietor:</b> I.E. Lozano
","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión de Río Arriba</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1935-194u
<br><b>Location:</b> Tierra Amarilla, New Mexico
<br><b>Language:</b> Spanish; English 
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b>W.J. West 
","Tierra Amarilla, New Mexico",36.698669,-106.5518824,"Tierra Amarilla, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión Pública</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Opinion%20Publica%20(Albuquerque).PNG?raw=true,"<p><b> Years: </b> 1892-1896?
<br><b>Location:</b> Albuquerque, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly; semiweekly        
<br><b> Editor/ Director/ Proprietor: </b> P. G. de la Lama
","Albuquerque, New Mexico",35.0843859,-106.650422,"Albuquerque, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión Pública</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Opinion%20Publica%20(Albuquerque).JPG?raw=true,"<p><b> Years: </b> 1906-191u
<br><b>Location:</b> Albuquerque, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution:</b> Weekly
<br><b> Editor/ Director/ Proprietor:</b> La Compañía Publicista Sandoval","Albuquerque, New Mexico",35.0843859,-106.650422,"Albuquerque, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión Pública</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Opinion%20Publica%20(El%20Paso).PNG?raw=true,"<p><b> Years:</b> 189u-1uuu
<br><b>Location:</b> El Paso, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> P. G. de la Lama
","El Paso, Texas",31.7618778,-106.4850217,"El Paso, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión Pública</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1895-1uuu
<br><b>Location:</b> Solomonville, Arizona
<br><b>Language:</b> Spanish

","Solomonville, Arizona",32.8141183,-109.6294831,"Solomon, AZ, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión Pública</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1904-1914
<br><b>Location:</b> Walsenburg, Colorado
<br><b>Language:</b> Spanish
<br><b> Distribution:</b> Weekly; irregular.        

","Walsenburg, Colorado",37.6241793,-104.7802645,"Walsenburg, CO 81089, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión: Eco de la Colonia Latinoamericana</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1886-18uu
<br><b>Location:</b> , New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> José A. Rodríguez
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión: Periódico Político Independiente</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1897-1uuu
<br><b>Location:</b> Ybor City; Tampa, Florida
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Pedro N. Pequeño
","Ybor City; Tampa, Florida",27.9650212,-82.4350941,"Ybor City, Tampa, FL 33605, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Opinión</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1919-19uu
<br><b>Location:</b> Tucson, Arizona
<br><b>Language:</b> Spanish

","Tucson, Arizona",32.2226066,-110.9747108,"Tucson, AZ, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Palabra</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 19uu-19uu
<br><b>Location:</b> Nogales, Arizona
<br><b>Language:</b> Spanish

","Nogales, Arizona",31.3403775,-110.9342532,"Nogales, AZ 85621, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>La Pantalla</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1926-1927?
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> New World Film Corp.
","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>La Pantalla Mundial</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1927-19uu
<br><b>Location:</b> Hollywood, California
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> La Pantalla Mundial
","Hollywood, California",34.0928092,-118.3286614,"Hollywood, Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Patria</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1891–1uuu
<br><b>Location:</b> Denver, Colorado
<br><b>Language:</b> Spanish 
<br><b> Editor/ Director/ Proprietor: </b> A.F. Drago
","Denver, Colorado",39.7392358,-104.990251,"Denver, CO, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Patria</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Patria%20(El%20Paso).PNG?raw=true,"<p><b> Years:</b> 1919-19uu
<br><b>Location:</b> El Paso, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Daily (except Sunday)
<br><b> Editor/ Director/ Proprietor: </b> Silvestre Terrazas (Director)
","El Paso, Texas",31.7618778,-106.4850217,"El Paso, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Patria</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/La%20Patria%20(New%20Orleans).jpg,"<p><b> Years: </b> 1846-1850
<br><b>Location:</b> New Orleans, Louisiana
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Daily; semiweekly; triweekly        
<br><b> Editor/ Director/ Proprietor: </b> J.L. Sollée
","New Orleans, Louisiana",29.9510658,-90.0715323,"New Orleans, LA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Patria</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years:</b> 1886–1uuu
<br><b>Location:</b> San Francisco, California
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Federico Biestar
","San Francisco, California",37.7749295,-122.4194155,"San Francisco, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Patria</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1944-19uu
<br><b>Location:</b> Socorro, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Antonio Anaya Sr.
","Socorro, New Mexico",34.0583995,-106.8914159,"Socorro, NM 87801, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Paz de Cuba</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1878-1uuu
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Nicolás María Serrano
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Paz y el Trabajo</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1910-19uu
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly

","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Prensa</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Prensa%20(Los%20Angeles).PNG?raw=true,"<p><b> Years: </b> 1912?-1924?        
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly; semiweekly        
<br><b> Editor/ Director/ Proprietor: </b> International Pub. Co
","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Prensa</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1935?-19uu
<br><b>Location:</b> Mora; Wagon Mound; Las Vegas, New Mexico
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Henry López
","Mora; Wagon Mound; Las Vegas, New Mexico",36.0089252,-104.7066582,"Wagon Mound, NM 87752, USA",Partial Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Prensa</center></Font>,"https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Prensa%20(New%20York,%20NY).PNG?raw=true","<p><b> Years: </b> 1913-1963
<br><b>Location:</b> New York, New York
<br><b> Editor/ Director/ Proprietor: </b> La Prensa Publ. Co.
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Prensa</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Prensa%20(San%20Antonio).JPG?raw=true,"<p><b> Years: </b> 1913-1962
<br><b>Location:</b> San Antonio, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Daily; weekly        
<br><b> Editor/ Director/ Proprietor: </b> La Prensa
","San Antonio, Texas",29.4241219,-98.4936282,"San Antonio, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Prensa</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years:</b> 1918–19uu
<br><b>Location:</b> Tampa, Florida
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> La Prensa Pub. Co.
","Tampa, Florida",27.950575,-82.4571776,"Tampa, FL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Prensa = The Press</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 19uu-19uu
<br><b>Location:</b> Espanola, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Carmen Towell
","Espanola, New Mexico",35.9910383,-106.0818233,"Española, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Prensa de Hoy</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years:</b> 1940?-19uu
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> ¿Antonio Cárdenas?
","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Prensa del Valle</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1924-19uu
<br><b>Location:</b> Harlingen, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Irregular
 
","Harlingen, Texas",26.1906306,-97.6961026,"Harlingen, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Prensa Mexicana</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1868-18uu.
<br><b>Location:</b> San Francisco, California
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Triweekly
<br><b> Editor/ Director/ Proprietor: </b> F. Kunhardt
","San Francisco, California",37.7749295,-122.4194155,"San Francisco, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Publicidad</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1947-19uu
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly

","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Raza</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years:</b> 1928?-193u
<br><b>Location:</b> Chicago, Illinois
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> J.M. Basco
","Chicago, Illinois",41.8781136,-87.6297982,"Chicago, IL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Raza</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 192u-19uu
<br><b>Location:</b> El Paso, Texas
<br><b>Language:</b> Spanish 

","El Paso, Texas",31.7618778,-106.4850217,"El Paso, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>La Raza</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1914-1915?
<br><b>Location:</b> San Antonio, Texas
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Daily
<br><b> Editor/ Director/ Proprietor: </b> Guillermo Meade Fierro
","San Antonio, Texas",29.4241219,-98.4936282,"San Antonio, TX, USA",Match,Google
