Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude,Found,Quality,Source
Politics & General News,,darkblue,white,,<center><font size= 4>Santa Fe Weekly New Mexican</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Santa%20Fe%20Weekly%20New%20Mexican.PNG?raw=true,"<p><b> Years: </b> 1868
<br><b>Location:</b> Santa Fe, New Mexico
<br><b>Additional Information:</b> See <i>Weekly New Mexican </i>
","Santa Fe, New Mexico",35.6869752,-105.937799,"Santa Fe, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Santa Fe Weekly Post</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/The%20Santa%20Fe%20Weekly%20Post%20(Santa%20Fe).PNG?raw=true,"<p><b> Years: </b> 1869-1872?
<br><b>Location:</b> Santa Fe, New Mexico
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
","Santa Fe, New Mexico",35.6869752,-105.937799,"Santa Fe, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Santa Rosa Sun</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Santa%20Rosa%20Sun%20(Santa%20Rosa).PNG?raw=true,"<p><b> Years: </b> 190u-19uu
<br><b>Location:</b> Santa Rosa, New Mexico
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> F.D. Morse
","Santa Rosa, New Mexico",34.93867,-104.6824892,"Santa Rosa, NM 88435, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Scientific American</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1845-1908
<br><b>Location:</b> New York
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> Munn & Co.
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Seguridad Industrial</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1957-19uu.
<br><b>Location:</b> Washington, D. C.
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Consejo Interamericano Económico y Social, Unión Panamericana O.E.A.
","Washington, D. C.",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Semanario de Santa Fe</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1847-1uuu.
<br><b>Location:</b> Santa Fe, New Mexico
","Santa Fe, New Mexico",35.6869752,-105.937799,"Santa Fe, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Semanario Hispano</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Semanario%20Hispano%20(New%20York).PNG?raw=true,"<p><b> Years: </b> 1945?-19uu
<br><b>Location:</b> , New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Semanario Hispano/ R. Ruiz de Hoyos (Editor)
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Semanario Imparcial</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Semanario%20Imparcial%20(San%20Francisco).PNG?raw=true,"<p><b> Years: </b> 1938-19uu
<br><b>Location:</b> San Francisco, California
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> A. Juan Campillo
","San Francisco, California",37.7749295,-122.4194155,"San Francisco, CA, USA",Match,Google
Arts & Culture,,orange,white,,<center><font size= 4>Semblanzas Literarias</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Semblanzas%20Literarias%20(Washington%20DC)%20.png?raw=true,"<p><b> Years: </b> 1951-1951
<br><b>Location:</b> Washington, D. C.
<br><b>Language:</b> Spanish 
<br><b> Editor/ Director/ Proprietor: </b> Unión Panamericana","Washington, D. C.",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Septembrino</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 192u-19uu
<br><b>Location:</b> San Ignacio, Texas
<br><b> Editor/ Director/ Proprietor: </b> Nicanor Flores
","San Ignacio, Texas",27.0425317,-99.4400404,"San Ygnacio, TX 78067, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Serie de Educación</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1936-1937
<br><b>Location:</b> Washington, D. C. 
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Unión Panamericana
","Washington, D. C.",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Serie Sobre Bibliotecas y Bibliografía</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1930-19uu
<br><b>Location:</b> Washington, D. C.
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> La Unión Pan-Americana
","Washington, D. C.",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Servicio Cubano de Información</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1960-.
<br><b>Location:</b> Coral Gables, Florida
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Carlos Todd
","Coral Gables, Florida",25.7491968,-80.2635411,"Coral Gables, FL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Simpatía</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1935-19uu
<br><b>Location:</b> New Orleans, Louisiana
<br><b>Language:</b> Spanish
","New Orleans, Louisiana",29.9510658,-90.0715323,"New Orleans, LA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Snips and St. Johns Herald</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Snips%20and%20St.%20John%20Herlad%20(St%20Johns)%20.png?raw=true,"<p><b> Years: </b> 1903-1904
<br><b>Location:</b> St. Johns, Arizona
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Lloyd C. Henning
","St. Johns, Arizona",34.5058698,-109.3609327,"St Johns, AZ 85936, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Soberanía</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Soberania%20(New%20York).PNG?raw=true,"<p><b> Years: </b> 1958?-19uu
<br><b>Location:</b>, New York
<br><b> Editor/ Director/ Proprietor: </b> Partido Independentista Puertorriqueño en Estados Unidos
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Social: Revista Semanal</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 193u?-19uu
<br><b>Location:</b> , New York
<br><b>Language:</b> 
<br><b> Distribution: </b> Weekly, biweekly
<br><b> Editor/ Director/ Proprietor: </b> José G. Menchaco (Chief reporter)
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Socorro Chieftain</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Socorro%20Chieftain%20(Socorro).png?raw=true,"<p><b> Years: </b> 1959-.
<br><b>Location:</b> Socorro, New Mexico 
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly; semiweekly 
<br><b> Editor/ Director/ Proprietor: </b> Jeanette and Lucen File
<br><b> Additional Information: </b> see El Defensor Chieftain


","Socorro, New Mexico",34.0583995,-106.8914159,"Socorro, NM 87801, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Socorro Star</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1899-19uu
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> A. Vélez Alvarado
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Socorro Star</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1884-1885?
<br><b>Location:</b> Socorro, New Mexico
<br><b> Distribution: </b> Daily
<br><b> Editor/ Director/ Proprietor: </b> Socorro Pub. Co.
","Socorro, New Mexico",34.0583995,-106.8914159,"Socorro, NM 87801, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Solidaridad</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Solidaridad%20(Brooklyn).PNG?raw=true,"<p><b> Years: </b> 1918-1930?
<br><b>Location:</b> Brooklyn, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Industrial Workers of the World
","Brooklyn, New York",40.6781784,-73.9441579,"Brooklyn, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Solidaridad: Publicación de Los Trabajadores Industriales del Mundo</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Solidaridad%20(Chicago).PNG?raw=true,"<p><b> Years: </b> 1920-193u
<br><b>Location:</b> Chicago, Illinois
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Biweekly
","Chicago, Illinois",41.8781136,-87.6297982,"Chicago, IL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Sonora</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1921-19uu
<br><b>Location:</b> Nogales, Arizona
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly","Nogales, Arizona",31.3403775,-110.9342532,"Nogales, AZ 85621, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Sonora Herald</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1850-1856?
<br><b>Location:</b> Sonora, California
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> John White & John G. Marvin (Editors)","Sonora, California",37.9829496,-120.3821724,"Sonora, CA 95370, USA",Match,Google
Religion,,purple,white,,<center><font size= 4>Southwestern Catholic</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1921-19uu
<br><b>Location:</b> Santa Fe, New Mexico
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Catholic Pub. Co. of New Mexico","Santa Fe, New Mexico",35.6869752,-105.937799,"Santa Fe, NM, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Spanish American Industrial Journal</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Spanish%20American%20Industrial%20Journal%20.jpg?raw=true,"<p><b> Years: </b> 1894–19uu
<br><b>Location:</b> San Antonio, Texas
<br><b>Language:</b> English; Spanish 
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> W.D. Hornaday (Director,Editor)
","San Antonio, Texas",29.4241219,-98.4936282,"San Antonio, TX, USA",Match,Google
Arts & Culture,,orange,white,,<center><font size= 4>Spanish American Review = Revista Hispano-Americana</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1889-1uuu
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Carlos Tully and Manuel R. Sánchez
","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Spanish American Trade Journal</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1890-1uuu
<br><b>Location:</b> Saint Louis, Missouri
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> St. Luis Spanish Club Pub. Co.
","Saint Louis, Missouri",38.6270025,-90.1994042,"St. Louis, MO, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Spanish Echo</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1935–19uu
<br><b>Location:</b> , New York 
<br><b> Editor/ Director/ Proprietor: </b> American Publicity Committee on Spain
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Spanish Labor Bulletin</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Springer%20Banner%20(Springer).PNG?raw=true,"<p><b> Years: </b> 1936–1939
<br><b>Location:</b> New York 
<br><b> Editor/ Director/ Proprietor: </b> Spanish Labor Bureau Press
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Spanish Revolution</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1957-19uu
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> United Libertarian Organization
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Spanish Sunday Paper</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1914-19uu
<br><b>Location:</b> Ybor City, Florida
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Demetrie Rivera
<br><b> Additional Information: </b> see El Heraldo Dominical
","Ybor City, Florida",27.9650212,-82.4350941,"Ybor City, Tampa, FL 33605, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Springer Banner</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Springer%20Banner%20(Springer).PNG?raw=true,"<p><b> Years: </b> 1889-1893
<br><b>Location:</b> Springer, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> G.E. Hosmer
<br><b> Additional Information: </b> see El Estandarte de Springer

","Springer, New Mexico",36.3611445,-104.5952668,"Springer, NM 87747, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>St. Johns Herald</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/St.%20Johns%20Herald%20(Saint%20Johns).jpg?raw=true,"
<br><b>Location:</b> Saint Johns, Arizona","Saint Johns, Arizona",34.5058698,-109.3609327,"St Johns, AZ 85936, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Star</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1851-1879
<br><b>Location:</b> Los Angeles, California
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Lewis, McElroy & Rand/Willian A. Wallace (Editor)
<br><b> Additional Information: </b> see Los Angeles Star

","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Star County Democrat</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1934-19uu
<br><b>Location:</b> Grulla, Texas
<br><b>Language:</b> Spanish; English
","Grulla, Texas",26.2695148,-98.6472456,"La Grulla, TX, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Sugar</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1941-1956
<br><b>Location:</b> New York
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> Mona Palmer
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Sugar y Azúcar</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1956-.
<br><b>Location:</b> Englewood Cliffs, New Jersey
<br><b> Distribution: </b> Monthly; semimonthly
<br><b> Editor/ Director/ Proprietor: </b> Ruspam Communications
","Englewood Cliffs, New Jersey",40.8853773,-73.9523597,"Englewood Cliffs, NJ 07632, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Sun</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1940?-1944?
<br><b>Location:</b> Mora, New Mexico
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
","Mora, New Mexico",35.9742227,-105.3300057,"Mora, NM 87732, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Sunday Gazette</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1880-1881
<br><b>Location:</b> Las Vegas, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Daily (except Monday)
<br><b> Editor/ Director/ Proprietor: </b> J.H. Kroogler
<br><b> Additional Information: </b> see Las Vegas Morning Gazette


","Las Vegas, New Mexico",35.5942137,-105.2227978,"Las Vegas, NM 87701, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Sunday News</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 19uu-19uu
<br><b>Location:</b> Tampa, Florida
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Ramón Núñez
 <br><b> Additional Information: </b> see Tampa Leader
","Tampa, Florida",27.950575,-82.4571776,"Tampa, FL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Tampa Ilustrado</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Tampa%20Ilustrado%20(Tampa)%20.png?raw=true,"<p><b> Years: </b> 1912-19uu
<br><b>Location:</b> Tampa; Ybor City, Florida
","Tampa; Ybor City, Florida",27.9650212,-82.4350941,"Ybor City, Tampa, FL 33605, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Tampa Latina</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1879-1929
<br><b>Location:</b> Tampa, Florida
","Tampa, Florida",27.950575,-82.4571776,"Tampa, FL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Tampa Leader</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 19uu-19uu
<br><b>Location:</b> Tampa, Florida
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Louis Hommel
","Tampa, Florida",27.950575,-82.4571776,"Tampa, FL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Taos Star</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1948-1950
<br><b>Location:</b> Taos, New Mexico
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Wells Publishing co.
","Taos, New Mexico",36.4072485,-105.5730665,"Taos, NM 87571, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Taos Valley News</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1922-1936
<br><b>Location:</b> Taos, New Mexico
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Taos Print. & Pub. Co.
","Taos, New Mexico",36.4072485,-105.5730665,"Taos, NM 87571, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Taos Valley News and El Crepúsculo</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1917-1922
<br><b>Location:</b> Taos, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Taos Print. & Pub. Co.
","Taos, New Mexico",36.4072485,-105.5730665,"Taos, NM 87571, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Taoseño</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1939-1940.
<br><b>Location:</b> Taos, New Mexico
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Placita Press
","Taos, New Mexico",36.4072485,-105.5730665,"Taos, NM 87571, USA",Match,Google
Religion,,purple,white,,<center><font size= 4>Temas para las Uniones Bautistas de Jóvenes</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1929-1930
<br><b>Location:</b> El Paso, Texas
<br><b> Editor/ Director/ Proprietor: </b> Casa Bautista de Publicaciones
","El Paso, Texas",31.7618778,-106.4850217,"El Paso, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Temas: Revista Ilustrada</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1950-.
<br><b>Location:</b> , New York
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Monthly
 
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Textiles Panamericanos</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1941-19uu
<br><b>Location:</b> Atlanta, Georgia
<br><b> Distribution: </b> Bimonthly; monthly; Quarterly
<br><b> Editor/ Director/ Proprietor: </b> Billian Pub .Co. 
","Atlanta, Georgia",33.7489954,-84.3879824,"Atlanta, GA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>The Acorn</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1873-1875
<br><b>Location:</b> Las Vegas, New Mexico
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Ancheta & Mess
","Las Vegas, New Mexico",35.5942137,-105.2227978,"Las Vegas, NM 87701, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>The Albuquerque Press</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1867-1867
<br><b>Location:</b> Albuquerque, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> M.A. Upson
","Albuquerque, New Mexico",35.0843859,-106.650422,"Albuquerque, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>The Albuquerque Review</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/The%20Albuquerque%20Review%20(Albuquerque)%20.png?raw=true,"<p><b> Years: </b> 1876-1880
<br><b>Location:</b> Albuquerque, New Mexico
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> William M'Guiness
","Albuquerque, New Mexico",35.0843859,-106.650422,"Albuquerque, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>The Albuquerque Weekly Press</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 1867-1867
<br><b>Location:</b> Albuquerque, New Mexico
<br><b>Language:</b> English; Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> American Newspapers (Editor)
<br><b> Additional Information: </b> see The Albuquerque Press
","Albuquerque, New Mexico",35.0843859,-106.650422,"Albuquerque, NM, USA",Match,Google
Religion,,purple,white,,<center><font size= 4>The Americas</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/The%20Americas%20(Washington%20D.C.).PNG?raw=true,"<p><b> Years: </b> 1944-.
<br><b>Location:</b> Washington, D.C
<br><b> Distribution: </b> Quarterly
<br><b> Editor/ Director/ Proprietor: </b> Academy of American Franciscan History
","Washington, D.C",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>The Argus</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/The%20Argus%20(Holbrook).png?raw=true,"<p><b> Years: </b> 1895–1900
<br><b>Location:</b> Holbrook, Arizona
<br><b> Editor/ Director/ Proprietor: </b> A.F. Banta
","Holbrook, Arizona",34.9022482,-110.1581768,"Holbrook, AZ 86025, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>The Arrow-Pioneer</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 188u-1888
<br><b>Location:</b> Wagon Mound, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Henderson & Hartigan
","Wagon Mound, New Mexico",36.0089252,-104.7066582,"Wagon Mound, NM 87752, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>The Azusa News</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 188u-1890
<br><b>Location:</b> Los Angeles County, California
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Geo. Bentley & T.A. Grant
","Los Angeles County, California",34.0522265,-118.2436596,"Los Angeles County, CA, USA",Match,Google
